Time,open,high,low,close,tick_volume,spread,real_volume,EMA_50_M5,RSI_M5,MACD_M5,MACD_signal_M5,MACD_histogram_M5,Bollinger_upper_M5,Bollinger_lower_M5
2024-10-29 15:15:00,1.07747,1.0781,1.0773,1.078,270,4,0,1.0792787128745935,30.957683741650854,-0.0006718475422688996,-0.0006718475422688996,-0.0006718475422688996,1.0765796910679375,1.0765796910679375
2024-10-29 15:20:00,1.078,1.07817,1.07751,1.07777,207,4,0,1.079219547663825,27.133479212254258,-0.0006443486704947876,-0.0006443486704947876,-0.0006443486704947876,1.0765157832086252,1.0765157832086252
2024-10-29 15:25:00,1.07777,1.07808,1.07771,1.07788,190,4,0,1.0791670163828908,30.542986425341383,-0.0006066860368201255,-0.0006066860368201255,-0.0006066860368201255,1.0764923617727475,1.0764923617727475
2024-10-29 15:30:00,1.07787,1.07828,1.0777,1.07828,238,4,0,1.0791322314266991,37.3931623931617,-0.0005383556424958247,-0.0005383556424958247,-0.0005383556424958247,1.0765080798630224,1.0765080798630224
2024-10-29 15:35:00,1.07828,1.07854,1.07812,1.07846,225,4,0,1.0791058694099658,45.95238095238128,-0.00046432635187132476,-0.00046432635187132476,-0.00046432635187132476,1.0765678604562092,1.0765678604562092
2024-10-29 15:40:00,1.07846,1.07846,1.07811,1.07812,171,4,0,1.079067207864477,48.37092731829635,-0.0004281572341242601,-0.0004281572341242601,-0.0004281572341242601,1.0766326049260493,1.0766326049260493
2024-10-29 15:45:00,1.07813,1.07876,1.07802,1.07871,219,4,0,1.079053199712929,59.99999999999788,-0.00034787479447495606,-0.00034787479447495606,-0.00034787479447495606,1.0767150747692618,1.0767150747692618
2024-10-29 15:50:00,1.07873,1.07894,1.07865,1.07888,198,4,0,1.0790464075673238,63.89548693586673,-0.00026744980848802946,-0.00026744980848802946,-0.00026744980848802946,1.0768409208799723,1.0768409208799723
2024-10-29 15:55:00,1.07888,1.07909,1.07865,1.07867,172,4,0,1.0790316464862524,62.85046728971929,-0.0002181430552676833,-0.0002181430552676833,-0.0002181430552676833,1.0769530712163118,1.0769530712163118
2024-10-29 16:00:00,1.07855,1.08098,1.07855,1.07997,486,3,0,1.0790684446632621,69.24564796905166,-7.332274371019132e-05,-7.332274371019132e-05,-7.332274371019132e-05,1.0768391979721652,1.0768391979721652
2024-10-29 16:05:00,1.07999,1.08034,1.07959,1.08004,398,4,0,1.0791065448725459,73.14629258516617,4.656009575754183e-05,4.656009575754183e-05,4.656009575754183e-05,1.0766694758199764,1.0766694758199764
2024-10-29 16:10:00,1.08005,1.08014,1.0791,1.07914,359,4,0,1.0791078568383285,68.48030018761655,6.815992615805122e-05,6.815992615805122e-05,6.815992615805122e-05,1.0766567708118548,1.0766567708118548
2024-10-29 16:15:00,1.07914,1.07988,1.07914,1.07986,312,3,0,1.0791373526485901,71.08433734939699,0.00014174201634475914,0.00014174201634475914,0.00014174201634475914,1.0766113916979445,1.0766113916979445
2024-10-29 16:20:00,1.07985,1.08076,1.07965,1.08076,274,4,0,1.0792009858780571,74.69879518072176,0.0002695713802647326,0.0002695713802647326,0.0002695713802647326,1.0764833295174314,1.0764833295174314
2024-10-29 16:25:00,1.08075,1.08119,1.08032,1.08048,329,3,0,1.079251143294604,69.37500000000041,0.00034431437045556734,0.00034431437045556734,0.00034431437045556734,1.0764937431098613,1.0764937431098613
2024-10-29 16:30:00,1.08052,1.08095,1.08025,1.0809,299,4,0,1.0793158043418745,73.74810318664828,0.0004324541562692463,0.0004324541562692463,0.0004324541562692463,1.076440566155125,1.076440566155125
2024-10-29 16:35:00,1.0809,1.08104,1.08063,1.08068,264,4,0,1.0793693022108206,70.89552238806232,0.00047903143397221015,0.00047903143397221015,0.00047903143397221015,1.076498216101668,1.076498216101668
2024-10-29 16:40:00,1.08068,1.08103,1.08053,1.08086,252,4,0,1.079427760947651,69.90740740740954,0.0005244235297909849,0.0005244235297909849,0.0005244235297909849,1.0766859886657847,1.0766859886657847
2024-10-29 16:45:00,1.08085,1.08085,1.08037,1.08073,289,3,0,1.0794788291457824,67.65163297045297,0.0005436404307339604,0.0005436404307339604,0.0005436404307339604,1.0768897953178684,1.0768897953178684
2024-10-29 16:50:00,1.08076,1.08076,1.08024,1.08028,216,4,0,1.0795102476106537,66.51376146789116,0.0005166036388148942,0.0005166036388148942,0.0005166036388148942,1.0771493868703796,1.0771493868703796
2024-10-29 16:55:00,1.08028,1.08036,1.07997,1.08003,237,3,0,1.0795306300572947,60.64516129032404,0.00046959072618513176,0.00046959072618513176,0.00046959072618513176,1.0773388955579444,1.0773388955579444
2024-10-29 17:00:00,1.08007,1.0801,1.07949,1.0795,254,4,0,1.0795294288785773,54.725609756096915,0.00038512658408285105,0.00038512658408285105,0.00038512658408285105,1.077586838624805,1.077586838624805
2024-10-29 17:05:00,1.07949,1.0795,1.07866,1.07866,245,4,0,1.079495333628437,49.93045897079231,0.00024755352022398647,0.00024755352022398647,0.00024755352022398647,1.077739408000233,1.077739408000233
2024-10-29 17:10:00,1.07871,1.07896,1.0786,1.07886,222,4,0,1.0794704185841844,40.88669950738636,0.00015290164944903317,0.00015290164944903317,0.00015290164944903317,1.0778397005258022,1.0778397005258022
2024-10-29 17:15:00,1.07887,1.079,1.0785,1.07865,225,4,0,1.0794382453063733,38.84430176565018,6.024959514427941e-05,6.024959514427941e-05,6.024959514427941e-05,1.0778739181546668,1.0778739181546668
2024-10-29 17:20:00,1.07865,1.07901,1.07852,1.07866,206,4,0,1.079407725882594,45.50561797752692,-1.2229929967855213e-05,-1.2229929967855213e-05,-1.2229929967855213e-05,1.0779850750875248,1.0779850750875248
2024-10-29 17:25:00,1.07864,1.07892,1.07851,1.07877,204,3,0,1.079382717024453,38.47780126849617,-6.010158149494238e-05,-6.010158149494238e-05,-6.010158149494238e-05,1.0779952232407344,1.0779952232407344
2024-10-29 17:30:00,1.07876,1.07944,1.07876,1.07917,258,3,0,1.0793743751803568,31.205673758861337,-6.501411096482279e-05,-6.501411096482279e-05,-6.501411096482279e-05,1.078034741629897,1.078034741629897
2024-10-29 17:35:00,1.07917,1.0794,1.07897,1.07936,242,4,0,1.0793738114477938,36.47342995168863,-5.296536213394987e-05,-5.296536213394987e-05,-5.296536213394987e-05,1.0781333669331765,1.0781333669331765
2024-10-29 17:40:00,1.07936,1.07965,1.07914,1.07927,212,4,0,1.0793697404106255,28.608923884512194,-5.010135251293235e-05,-5.010135251293235e-05,-5.010135251293235e-05,1.0780866438960397,1.0780866438960397
2024-10-29 17:45:00,1.07929,1.07978,1.07927,1.07966,219,4,0,1.0793811231396206,37.185929648240524,-1.6175403635854124e-05,-1.6175403635854124e-05,-1.6175403635854124e-05,1.0780738023225698,1.0780738023225698
2024-10-29 17:50:00,1.07966,1.07991,1.07952,1.07973,238,4,0,1.0793948045851256,35.400516795867674,1.617313640900342e-05,1.617313640900342e-05,1.617313640900342e-05,1.0781257006500071,1.0781257006500071
2024-10-29 17:55:00,1.07972,1.07975,1.07938,1.07974,266,4,0,1.0794083416602187,36.799999999999095,4.21308457159153e-05,4.21308457159153e-05,4.21308457159153e-05,1.0781206300543806,1.0781206300543806
2024-10-29 18:00:00,1.07973,1.08044,1.07973,1.08028,265,4,0,1.0794425243402102,50.0,0.00010506488183148477,0.00010506488183148477,0.00010506488183148477,1.078147072283995,1.078147072283995
2024-10-29 18:05:00,1.08029,1.08072,1.08029,1.08049,216,3,0,1.0794836018170646,56.05263157894608,0.00016992699124562805,0.00016992699124562805,0.00016992699124562805,1.0781465360744533,1.0781465360744533
2024-10-29 18:10:00,1.08048,1.08053,1.08012,1.08047,239,3,0,1.0795222840987484,64.74164133738904,0.00021721295171284183,0.00021721295171284183,0.00021721295171284183,1.078182799785773,1.078182799785773
2024-10-29 18:15:00,1.08046,1.08058,1.08032,1.08049,188,4,0,1.0795602337419348,87.04453441295918,0.00025338043695954937,0.00025338043695954937,0.00025338043695954937,1.0781972628978056,1.0781972628978056
2024-10-29 18:20:00,1.08048,1.0805,1.0801,1.08014,141,4,0,1.0795829696736234,74.4274809160373,0.00025090903153235367,0.00025090903153235367,0.00025090903153235367,1.0782490451027549,1.0782490451027549
2024-10-29 18:25:00,1.08014,1.08025,1.07997,1.0801,132,4,0,1.0796032453726971,79.59183673469481,0.0002429224998554691,0.0002429224998554691,0.0002429224998554691,1.0782939940807053,1.0782939940807053
2024-10-29 18:30:00,1.0801,1.0801,1.07954,1.07969,186,3,0,1.0796066475149444,68.07017543859789,0.00020119034540933,0.00020119034540933,0.00020119034540933,1.0783011178632818,1.0783011178632818
2024-10-29 18:35:00,1.0797,1.0797,1.07943,1.07944,111,4,0,1.07960011231828,61.20401337792538,0.0001462584255964572,0.0001462584255964572,0.0001462584255964572,1.0782875464319415,1.0782875464319415
2024-10-29 18:40:00,1.07945,1.0795,1.07929,1.0793,138,4,0,1.079588343207759,52.380952380951605,9.03857428302679e-05,9.03857428302679e-05,9.03857428302679e-05,1.0782725294145366,1.0782725294145366
2024-10-29 18:45:00,1.07932,1.07949,1.07923,1.07939,174,4,0,1.079580565042749,50.57034220532268,5.276029914935698e-05,5.276029914935698e-05,5.276029914935698e-05,1.0783758964636938,1.0783758964636938
2024-10-29 18:50:00,1.0794,1.07998,1.07938,1.07986,198,3,0,1.0795915232763666,59.80066445182889,6.0173295705290286e-05,6.0173295705290286e-05,6.0173295705290286e-05,1.0784699531846347,1.0784699531846347
2024-10-29 18:55:00,1.07986,1.07996,1.07974,1.07988,176,4,0,1.0796028360890582,54.16666666666491,6.689090502165485e-05,6.689090502165485e-05,6.689090502165485e-05,1.0786239079355722,1.0786239079355722
2024-10-29 19:00:00,1.07989,1.08078,1.0798,1.08072,278,3,0,1.0796466464385068,64.5161290322568,0.00013840024673639206,0.00013840024673639206,0.00013840024673639206,1.0787498384435625,1.0787498384435625
2024-10-29 19:05:00,1.08075,1.08093,1.08045,1.08045,213,4,0,1.079678150499742,59.673024523161025,0.00017131041193474417,0.00017131041193474417,0.00017131041193474417,1.0789144148516254,1.0789144148516254
2024-10-29 19:10:00,1.08045,1.081,1.08041,1.08096,191,4,0,1.0797284191075953,59.340659340659876,0.00023582623467510722,0.00023582623467510722,0.00023582623467510722,1.0789512807403911,1.0789512807403911
2024-10-29 19:15:00,1.08097,1.0811,1.08077,1.08081,188,4,0,1.0797708340445524,54.469273743018505,0.0002717195290196095,0.0002717195290196095,0.0002717195290196095,1.0790007652353208,1.0790007652353208
2024-10-29 19:20:00,1.08086,1.08086,1.08029,1.0803,162,4,0,1.0797915856506484,47.91154791154776,0.0002560607763943956,0.0002560607763943956,0.0002560607763943956,1.0791131542623058,1.0791131542623058
2024-10-29 19:25:00,1.0803,1.08047,1.08026,1.08045,170,4,0,1.079817405821211,49.52380952380902,0.00025284026335326004,0.00025284026335326004,0.00025284026335326004,1.079162828082228,1.079162828082228
2024-10-29 19:30:00,1.08047,1.08048,1.08011,1.08027,139,4,0,1.0798351546125362,51.61290322580609,0.00023307672449357497,0.00023307672449357497,0.00023307672449357497,1.079207300969676,1.079207300969676
2024-10-29 19:35:00,1.08026,1.08035,1.08009,1.08014,103,4,0,1.0798471093336133,50.4854368932044,0.00020456595502271746,0.00020456595502271746,0.00020456595502271746,1.0792479549738834,1.0792479549738834
2024-10-29 19:40:00,1.08016,1.0804,1.08006,1.0804,122,4,0,1.0798687913205305,58.94206549118467,0.00020063796235980647,0.00020063796235980647,0.00020063796235980647,1.0792497563474532,1.0792497563474532
2024-10-29 19:45:00,1.0804,1.08059,1.08033,1.08054,127,4,0,1.0798951132295294,64.24870466321548,0.0002064420938931999,0.0002064420938931999,0.0002064420938931999,1.079248601264636,1.079248601264636
2024-10-29 19:50:00,1.08054,1.08054,1.08034,1.08044,123,4,0,1.0799164813381752,64.92146596859023,0.0002006596659620552,0.0002006596659620552,0.0002006596659620552,1.0792488858574714,1.0792488858574714
2024-10-29 19:55:00,1.08044,1.08068,1.08042,1.08056,154,4,0,1.0799417173641293,65.1948051948068,0.00020341520344091535,0.00020341520344091535,0.00020341520344091535,1.0792471502486485,1.0792471502486485
2024-10-29 20:00:00,1.08057,1.0807,1.08041,1.08055,146,4,0,1.079965571585144,60.17699115044236,0.00020245825755171865,0.00020245825755171865,0.00020245825755171865,1.0792546982404883,1.0792546982404883
2024-10-29 20:05:00,1.08055,1.08065,1.08049,1.08051,108,4,0,1.0799869217190599,59.23753665689545,0.0001962104138202303,0.0001962104138202303,0.0001962104138202303,1.0792678144438026,1.0792678144438026
2024-10-29 20:10:00,1.08051,1.08051,1.08034,1.08034,114,4,0,1.0800007679261556,43.06569343065836,0.00017551810988458705,0.00017551810988458705,0.00017551810988458705,1.0793341178917453,1.0793341178917453
2024-10-29 20:15:00,1.08034,1.08059,1.08031,1.08057,107,4,0,1.0800230907525807,52.222222222225064,0.00017565356281390443,0.00017565356281390443,0.00017565356281390443,1.079467547882529,1.079467547882529
2024-10-29 20:20:00,1.08058,1.08091,1.08056,1.08087,99,4,0,1.0800563028799304,48.19277108433831,0.0001976895608317708,0.0001976895608317708,0.0001976895608317708,1.07966058606475,1.07966058606475
2024-10-29 20:25:00,1.08089,1.08104,1.08083,1.081,103,4,0,1.0800933106101291,53.84615384615315,0.00022307172952595877,0.00022307172952595877,0.00022307172952595877,1.079863845238211,1.079863845238211
2024-10-29 20:30:00,1.08099,1.0811,1.0809,1.081,149,4,0,1.0801288670567908,67.8571428571473,0.00024041591605805657,0.00024041591605805657,0.00024041591605805657,1.0799525770759535,1.0799525770759535
2024-10-29 20:35:00,1.081,1.08126,1.08095,1.0812,109,4,0,1.08017087227025,68.65671641791671,0.0002672192996253653,0.0002672192996253653,0.0002672192996253653,1.0800334822296234,1.0800334822296234
2024-10-29 20:40:00,1.08119,1.08159,1.08113,1.08152,129,4,0,1.0802237792400442,79.06976744186454,0.00031070093290885836,0.00031070093290885836,0.00031070093290885836,1.0799421708110044,1.0799421708110044
2024-10-29 20:45:00,1.08152,1.08157,1.0814,1.0815,129,4,0,1.0802738271129837,83.33333333333152,0.0003396315466448474,0.0003396315466448474,0.0003396315466448474,1.079904479931142,1.079904479931142
2024-10-29 20:50:00,1.08149,1.08162,1.08138,1.08152,121,4,0,1.0803226966379649,81.11111111111097,0.00036002297852744114,0.00036002297852744114,0.00036002297852744114,1.0798572363055048,1.0798572363055048
2024-10-29 20:55:00,1.08152,1.08152,1.08131,1.08132,138,4,0,1.080361806573731,70.96774193548426,0.00035594192967725036,0.00035594192967725036,0.00035594192967725036,1.0798430676343904,1.0798430676343904
2024-10-29 21:00:00,1.08132,1.0815,1.08132,1.0814,116,4,0,1.080402520041428,76.08695652173729,0.000355069974826705,0.000355069974826705,0.000355069974826705,1.0798797404347111,1.0798797404347111
2024-10-29 21:05:00,1.0814,1.08148,1.08115,1.08127,119,3,0,1.080436538863333,69.18918918918983,0.00033997006746733227,0.00033997006746733227,0.00033997006746733227,1.0799143257854238,1.0799143257854238
2024-10-29 21:10:00,1.08126,1.08136,1.08108,1.0811,122,4,0,1.080462556947124,63.6815920398033,0.00031070409939415455,0.00031070409939415455,0.00031070409939415455,1.0799905607601397,1.0799905607601397
2024-10-29 21:15:00,1.08109,1.0812,1.08109,1.0812,100,4,0,1.0804914762825308,66.6666666666631,0.0002922113426486739,0.0002922113426486739,0.0002922113426486739,1.080106474252574,1.080106474252574
2024-10-29 21:20:00,1.0812,1.08125,1.08113,1.0812,88,4,0,1.0805192615263532,72.6315789473646,0.00027439267177786775,0.00027439267177786775,0.00027439267177786775,1.0801795407067303,1.0801795407067303
2024-10-29 21:25:00,1.08119,1.0813,1.08108,1.08127,99,4,0,1.08054870225081,70.11494252873254,0.00026288923822637145,0.00026288923822637145,0.00026288923822637145,1.0802342356676482,1.0802342356676482
2024-10-29 21:30:00,1.08127,1.08132,1.08113,1.0812,92,4,0,1.0805742433390135,60.92715231787797,0.0002452966422730185,0.0002452966422730185,0.0002452966422730185,1.080317707656352,1.080317707656352
2024-10-29 21:35:00,1.0812,1.0814,1.08116,1.08137,100,4,0,1.0806054494825816,61.93548387096589,0.00024227911960550408,0.00024227911960550408,0.00024227911960550408,1.0803841639701444,1.0803841639701444
2024-10-29 21:40:00,1.08137,1.08138,1.08128,1.08136,92,4,0,1.080635039698951,61.53846153846592,0.000236356227263812,0.000236356227263812,0.000236356227263812,1.0804643045803013,1.0804643045803013
2024-10-29 21:45:00,1.08136,1.08148,1.0813,1.08136,109,4,0,1.0806634695146784,55.882352941182226,0.00022902226628640499,0.00022902226628640499,0.00022902226628640499,1.080568883209236,1.080568883209236
2024-10-29 21:50:00,1.08136,1.08141,1.0813,1.0813,96,4,0,1.080688431494495,39.999999999995964,0.00021588002032091325,0.00021588002032091325,0.00021588002032091325,1.0807606436860298,1.0807606436860298
2024-10-29 21:55:00,1.0813,1.08151,1.08122,1.08139,120,4,0,1.080715943984907,45.29914529915292,0.00021030270487409908,0.00021030270487409908,0.00021030270487409908,1.0809141774248534,1.0809141774248534
2024-10-29 22:00:00,1.08136,1.08154,1.08128,1.08151,86,4,0,1.0807470834364794,49.60629921259581,0.00021310905083615772,0.00021310905083615772,0.00021310905083615772,1.0809838402898142,1.0809838402898142
2024-10-29 22:05:00,1.08151,1.08161,1.0815,1.08155,56,4,0,1.0807785703605393,60.36036036035874,0.00021607004495649562,0.00021607004495649562,0.00021607004495649562,1.0810256975640693,1.0810256975640693
2024-10-29 22:10:00,1.08151,1.08158,1.08147,1.08155,64,4,0,1.0808088225032633,57.28155339806222,0.00021592757545008112,0.00021592757545008112,0.00021592757545008112,1.081079623951374,1.081079623951374
2024-10-29 22:15:00,1.08153,1.08157,1.0815,1.08156,55,4,0,1.0808382804443117,65.93406593406942,0.00021415296172921927,0.00021415296172921927,0.00021415296172921927,1.0810931115701399,1.0810931115701399
2024-10-29 22:20:00,1.08157,1.08163,1.08157,1.08162,25,1,0,1.0808689361131623,82.4999999999993,0.00021510843004768354,0.00021510843004768354,0.00021510843004768354,1.0810837851364747,1.0810837851364747
2024-10-29 22:25:00,1.08162,1.08167,1.08147,1.08147,36,4,0,1.0808925072459794,65.88235294117155,0.00020143982625131507,0.00020143982625131507,0.00020143982625131507,1.0810846221480028,1.0810846221480028
2024-10-29 22:30:00,1.08147,1.08158,1.08147,1.08151,54,2,0,1.080916722648098,67.41573033707502,0.0001916260788181745,0.0001916260788181745,0.0001916260788181745,1.0810851300000945,1.0810851300000945
2024-10-29 22:35:00,1.08151,1.08158,1.08151,1.08156,34,4,0,1.0809419492109176,66.66666666666666,0.00018574207636978812,0.00018574207636978812,0.00018574207636978812,1.0810871230438392,1.0810871230438392
2024-10-29 22:40:00,1.08156,1.08173,1.08154,1.08173,37,2,0,1.0809728531634306,77.31958762886315,0.00019257663768379452,0.00019257663768379452,0.00019257663768379452,1.081066741704479,1.081066741704479
2024-10-29 22:45:00,1.08173,1.0818,1.08172,1.08176,44,4,0,1.0810037216668256,73.49397590361188,0.0001981299077995491,0.0001981299077995491,0.0001981299077995491,1.081062280336262,1.081062280336262
2024-10-29 22:50:00,1.08176,1.08176,1.08169,1.08173,57,4,0,1.0810322031700872,71.76470588234004,0.00019782970737391992,0.00019782970737391992,0.00019782970737391992,1.081104531443388,1.081104531443388
2024-10-29 22:55:00,1.0817,1.08181,1.08164,1.08172,126,1,0,1.0810591755947896,70.93023255812182,0.0001945423172127203,0.0001945423172127203,0.0001945423172127203,1.0811345578583176,1.0811345578583176
2024-10-29 23:00:00,1.08176,1.08176,1.08128,1.08132,37,15,0,1.081069404002837,50.83333333333858,0.00015784088825787634,0.00015784088825787634,0.00015784088825787634,1.0811574240704496,1.0811574240704496
2024-10-29 23:05:00,1.08129,1.08142,1.08108,1.08119,85,36,0,1.0810741332576277,41.935483870969485,0.00011691708052108396,0.00011691708052108396,0.00011691708052108396,1.0811405824596088,1.0811405824596088
2024-10-29 23:10:00,1.08119,1.08138,1.08115,1.08133,43,30,0,1.0810841672475247,42.85714285714033,9.46899709777238e-05,9.46899709777238e-05,9.46899709777238e-05,1.0811653879570038,1.0811653879570038
2024-10-29 23:15:00,1.08128,1.08138,1.08114,1.08136,47,36,0,1.08109498421821,42.40000000000469,7.858964331863838e-05,7.858964331863838e-05,7.858964331863838e-05,1.0811640622068155,1.0811640622068155
2024-10-29 23:20:00,1.08136,1.08155,1.08135,1.08138,21,9,0,1.081106161307692,43.30708661417364,6.667525961634446e-05,6.667525961634446e-05,6.667525961634446e-05,1.08116665486707,1.08116665486707
2024-10-29 23:25:00,1.08139,1.08157,1.08138,1.08142,17,9,0,1.0811184687073903,44.61538461538383,5.97716796828518e-05,5.97716796828518e-05,5.97716796828518e-05,1.081173777853929,1.081173777853929
2024-10-29 23:30:00,1.08142,1.08147,1.08142,1.08147,24,19,0,1.0811322542482769,44.186046511624305,5.767033723169668e-05,5.767033723169668e-05,5.767033723169668e-05,1.0811954897615448,1.0811954897615448
2024-10-29 23:35:00,1.08146,1.08151,1.08142,1.08146,25,32,0,1.0811451070228542,49.565217391311066,5.4569053690167735e-05,5.4569053690167735e-05,5.4569053690167735e-05,1.0812029598003299,1.0812029598003299
2024-10-29 23:40:00,1.08144,1.08149,1.08143,1.08144,28,34,0,1.0811566714533305,46.9026548672556,4.9921961984500385e-05,4.9921961984500385e-05,4.9921961984500385e-05,1.0811978680440826,1.0811978680440826
2024-10-29 23:45:00,1.08144,1.08147,1.08142,1.08145,23,24,0,1.081168174533592,44.954128440363604,4.650988771981446e-05,4.650988771981446e-05,4.650988771981446e-05,1.0811925953136223,1.0811925953136223
2024-10-29 23:50:00,1.08142,1.0815,1.08142,1.08142,12,15,0,1.0811780500420785,33.68421052631038,4.0913420558341684e-05,4.0913420558341684e-05,4.0913420558341684e-05,1.0811849236087283,1.0811849236087283
2024-10-29 23:55:00,1.08142,1.08149,1.08136,1.08136,14,15,0,1.081185185334546,29.591836734691114,3.1276149470960135e-05,3.1276149470960135e-05,3.1276149470960135e-05,1.0811708763233798,1.0811708763233798
2024-10-30 00:00:00,1.08133,1.08163,1.08121,1.08161,52,8,0,1.0812018447331913,44.99999999999352,4.331217754227623e-05,4.331217754227623e-05,4.331217754227623e-05,1.0811712504777964,1.0811712504777964
2024-10-30 00:05:00,1.08161,1.08165,1.08152,1.08154,20,4,0,1.0812151057240467,42.85714285713782,4.666448241263943e-05,4.666448241263943e-05,4.666448241263943e-05,1.0811738696214312,1.0811738696214312
2024-10-30 00:10:00,1.08156,1.08168,1.08156,1.08168,19,4,0,1.0812333368721234,68.00000000000178,5.9927234292045384e-05,5.9927234292045384e-05,5.9927234292045384e-05,1.0811708734783807,1.0811708734783807
2024-10-30 00:15:00,1.08168,1.08171,1.08158,1.08171,16,4,0,1.0812520295438048,78.88888888889107,7.20285101600826e-05,7.20285101600826e-05,7.20285101600826e-05,1.0811655577480608,1.0811655577480608
2024-10-30 00:20:00,1.08171,1.08172,1.08165,1.08165,18,4,0,1.0812676362283615,69.51219512196145,7.590240424293349e-05,7.590240424293349e-05,7.590240424293349e-05,1.0811710463158455,1.0811710463158455
2024-10-30 00:25:00,1.08171,1.08188,1.08164,1.08188,32,4,0,1.0812916504939158,75.49019607843479,9.642010012833602e-05,9.642010012833602e-05,9.642010012833602e-05,1.0811535409691553,1.0811535409691553
2024-10-30 00:30:00,1.08188,1.08207,1.08185,1.08206,41,4,0,1.0813217818470957,78.81355932204092,0.00012575538778647477,0.00012575538778647477,0.00012575538778647477,1.0811016299738039,1.0811016299738039
2024-10-30 00:35:00,1.08206,1.08214,1.08203,1.08206,47,4,0,1.0813507315785822,78.07017543860282,0.00014730576543553475,0.00014730576543553475,0.00014730576543553475,1.0810614568396462,1.0810614568396462
2024-10-30 00:40:00,1.08207,1.08212,1.08204,1.0821,34,4,0,1.081380114653932,77.87610619469964,0.00016570214945765827,0.00016570214945765827,0.00016570214945765827,1.0810511321567364,1.0810511321567364
