Time,open,high,low,close,tick_volume,spread,real_volume,EMA_12_M5,EMA_26_M5,EMA_50_M5,RSI_14_M5,RSI_56_M5,RSI_224_M5,MACD_12_26_9_M5,Bollinger_20_2_M5_Upper,Bollinger_20_2_M5_Middle,Bollinger_20_2_M5_Lower,target
2024-11-21 07:45:00,1.05478,1.05487,1.05476,1.05477,69,4,0,0.28004027580138313,0.2769544600784144,0.27084065280708813,0.32681437298298943,0.5356868434994028,0.5662629664457819,0.6039997233510686,0.25661939618481,0.27962697544601056,0.34119781445223296,1
2024-10-31 12:00:00,1.0865,1.08693,1.08647,1.08677,174,3,0,0.8662390497485397,0.8651769525396737,0.8652840311715302,0.7963502999232603,0.7224062493361915,0.644915842524024,0.6730574654765753,0.8239147422674833,0.8614924753894293,0.8682622144424528,1
2024-11-13 05:40:00,1.06218,1.06221,1.06193,1.06193,57,1,0,0.4204220646750194,0.41750621027195933,0.4119744297072394,0.40333908063932733,0.5196952309741386,0.5219952963456955,0.624407005583111,0.3936269946192823,0.41962433523177367,0.4675172531351812,0
2024-11-14 02:20:00,1.05637,1.05652,1.05636,1.05651,72,4,0,0.3082613706367887,0.3035900350475096,0.3005235106395645,0.6333157894256749,0.40526198636265554,0.41790185777195865,0.628019023213512,0.27920266666274074,0.30519933617470585,0.3666052768775927,1
2024-11-21 09:20:00,1.05349,1.0539,1.05338,1.05382,150,4,0,0.2667099899477421,0.2680721596536024,0.2660063877561285,0.21043562410451594,0.3677340793562567,0.43202594241851844,0.547167919803683,0.26061287387791054,0.2708765511258626,0.32130769858577324,0
2024-11-06 01:25:00,1.09148,1.09174,1.09143,1.09173,114,4,0,0.9797752985912318,0.9893307712674826,0.9970807457346602,0.17569669280927586,0.27209367322872957,0.8372401819633655,0.5606914809708372,0.9462607115864223,0.9862708859804599,0.9806277127694045,1
2024-11-04 21:40:00,1.08821,1.08835,1.08812,1.08817,111,4,0,0.9052675961589003,0.9125103812117921,0.9240881687318172,0.5156978957749189,0.33674026299903126,0.5907739205677791,0.5771894738074992,0.8615409859553722,0.9067815788481113,0.9155222984967857,0
2024-11-13 03:45:00,1.06277,1.06289,1.06258,1.06258,188,4,0,0.4167234764618861,0.40991782844049496,0.405087902767459,0.7429430482247666,0.5185973897663024,0.5322518769785305,0.6716458881276309,0.3927744946282594,0.40743220307019357,0.44593327201561905,0
2024-11-07 01:00:00,1.07287,1.07326,1.07283,1.07325,72,4,0,0.6182424980346184,0.6207921316136584,0.6245644268986652,0.6019247887458061,0.2678314072416601,0.524472596291039,0.5889017845234046,0.5823689879377412,0.6172066533398741,0.6502093562484248,0
2024-11-12 00:30:00,1.06564,1.06569,1.06559,1.06565,12,7,0,0.47784576829754855,0.47619048889989557,0.47322197573614133,0.46795267018883263,0.5605588652115135,0.3485547200078225,0.6181086814821741,0.4514426838516883,0.4780013578244642,0.5195361050027181,0
2024-11-18 07:55:00,1.05391,1.05399,1.0537,1.0538,115,4,0,0.26160750786103293,0.2564943572837741,0.25124941850064886,0.46063788041560877,0.42452222885849566,0.45548735243242455,0.6259752529133724,0.23838555822702645,0.2583732508580674,0.31956953748593975,1
2024-11-14 16:00:00,1.05301,1.05377,1.05293,1.05372,358,3,0,0.24847215311277182,0.2407870832757837,0.23298429742767013,0.4997347052359227,0.5558377034631308,0.4260941088835235,0.6554963218984668,0.24125935347664296,0.24910421302757157,0.2997962046629823,1
2024-11-26 23:40:00,1.04891,1.04892,1.04874,1.04885,61,4,0,0.16041584255272667,0.14514793558981154,0.13387923018577297,0.952292428804592,0.6013632327086883,0.6548719404577381,0.734628473556142,0.14940566198351846,0.14915324557764364,0.20391489753979997,0
2024-11-08 13:35:00,1.07931,1.07973,1.07929,1.07947,166,3,0,0.7276429895795644,0.7213824554813186,0.7198114793890689,0.7882533936544043,0.611145805383685,0.5876443892423859,0.7147699948159114,0.7015687946469029,0.7146588466035553,0.7153788135493286,0
2024-11-20 20:05:00,1.053,1.05317,1.05277,1.05281,147,4,0,0.2429943926050946,0.23577305215244238,0.23672193559083965,0.6412693452249296,0.34310685452806267,0.2952656164161065,0.6489161300606653,0.23093272388024033,0.2336872477652463,0.28133764531272476,1
2024-11-28 01:30:00,1.05655,1.05655,1.0564,1.05645,32,4,0,0.31262777978219347,0.3084765272009129,0.3033720904360315,0.4801596969364858,0.43889101634223227,0.8169082796598321,0.6223234707468629,0.28610422924568013,0.3096971297099529,0.368275770281123,0
2024-11-26 03:45:00,1.04538,1.04551,1.04528,1.04533,146,4,0,0.0981451140869396,0.09883204406989776,0.10991471376419426,0.5859230915297687,0.3165531543735479,0.5042537307654493,0.5284573393033801,0.09644278009966101,0.08657073888281275,0.13953464744532695,1
2024-11-07 01:20:00,1.07323,1.07327,1.07312,1.07313,54,4,0,0.6211924806505174,0.6218194365963114,0.6246512755733278,0.5779031039670541,0.2886450340349248,0.48658590295816007,0.6130171237895992,0.5839965912265548,0.6176309734847045,0.6494341739878386,1
2024-11-21 12:15:00,1.05148,1.05182,1.05148,1.05178,146,4,0,0.2250725831878242,0.22960985257761024,0.23539922345915798,0.34506251174186175,0.32053669588032363,0.5090263463648441,0.5014519746832508,0.2371829843389328,0.2311696149058946,0.2707421536870136,1
2024-11-11 23:40:00,1.06569,1.0657,1.06555,1.06555,18,1,0,0.4814678743900309,0.47766768119024405,0.4734047951889728,0.5495448472912751,0.5509407744335151,0.3143253539697566,0.6450645042175461,0.4486027665260863,0.4783030965941286,0.5228031543564597,0
2024-11-11 05:50:00,1.07172,1.07175,1.07151,1.07153,89,4,0,0.6006777562519545,0.6022926849788242,0.6009495225629031,0.2987127251112367,0.5639581822706499,0.31662152217819184,0.5975806829621392,0.5728048209255974,0.6031380832044633,0.6334996352383122,0
2024-11-13 15:40:00,1.06416,1.06459,1.06318,1.06318,457,3,0,0.43607899285495577,0.4279769605496959,0.4175073419095483,0.5199468854055281,0.6555665798932885,0.644168948453608,0.6906889995609495,0.414850957242038,0.43233508090370876,0.4705949288287492,1
2024-11-25 20:40:00,1.05022,1.05027,1.04982,1.04988,132,4,0,0.17707702543520654,0.16546891574442668,0.15992320195813647,0.7679898647922594,0.4158684514721168,0.6395466449589928,0.6922951401164864,0.17293903657576593,0.16116622034473593,0.2035047137578374,1
2024-11-27 09:30:00,1.04926,1.04989,1.04921,1.04979,197,4,0,0.1652927330868259,0.1533218386360602,0.14396718658714036,0.7112814378658212,0.6349002537748875,0.4569693663185883,0.6948676718931117,0.15244332768687485,0.1544242447101425,0.21069669422201542,1
2024-11-14 00:00:00,1.05626,1.05634,1.05594,1.05604,18,14,0,0.3068255207443329,0.304712392085392,0.30553342352436985,0.5297964222601369,0.4178404296847904,0.364985175699045,0.5963314246690112,0.2817299916594038,0.3052936295402233,0.364364374274178,1
2024-11-22 22:10:00,1.04111,1.04111,1.04079,1.04098,110,4,0,0.02305678310894521,0.017688018831584884,0.008734612848602552,0.15640333261024486,0.5271000381910262,0.42304407883311157,0.590888896461347,0.01636410485814821,0.02354505337004653,0.10024154713515898,1
2024-11-08 19:30:00,1.06975,1.0702,1.06974,1.07011,188,4,0,0.5760060191949599,0.6011609119942172,0.6290579451871778,0.19682214997068592,0.16677158078080978,0.20206922883007383,0.3041630700593294,0.6190678359442217,0.5963018142043524,0.5767496856193048,1
2024-11-25 02:25:00,1.0481,1.0481,1.04765,1.04775,146,4,0,0.14976886752870655,0.132412988623976,0.09875098359446,0.40220794927317366,0.8142279251675649,0.604631731666444,0.7585973712287895,0.1494497863597175,0.15110511824387984,0.20745855598565655,1
