open,high,low,close,tick_volume,spread,real_volume,Time,EMA_50,RSI,MACD,MACD_signal,MACD_histogram,Bollinger_upper,Bollinger_lower,EMA_50_H1,RSI_H1,MACD_H1,MACD_signal_H1,MACD_histogram_H1,Bollinger_upper_H1,Bollinger_lower_H1,EMA_50_H4,RSI_H4,MACD_H4,MACD_signal_H4,MACD_histogram_H4,Bollinger_upper_H4,Bollinger_lower_H4
1.08615,1.08658,1.08605,1.08658,113,3,0,2024-10-31 20:00:00,1.0860938680234036,64.28571428571854,2.8573214020388704e-05,-3.2741923399433384e-05,6.13151374198221e-05,1.0863974351915575,1.0855165648084426,1.0844994910098198,62.668161434977755,0.0005937917253440173,0.0006722124526369928,-7.842072729297557e-05,1.0876056517931822,1.0840843482068176,1.082365576164792,76.73928320449802,0.0016248608589468638,0.0011892335272806532,0.0004356273316662106,,
1.08817,1.08836,1.08804,1.08836,58,4,0,2024-11-01 00:00:00,1.0877064206774243,54.65116279070308,0.0001728095925765949,0.00022975577981282792,-5.694618723623302e-05,1.0884380315760185,1.0881379684239814,1.0850459806253945,66.05603448275937,0.000895814794990013,0.0007532679256890485,0.00014254686930096456,1.0888135014210398,1.0841004985789597,1.0825857496485256,75.7281553398056,0.0017306934487293368,0.0012975255115703901,0.0004331679371589467,,
1.08798,1.088,1.08782,1.08788,115,4,0,2024-11-01 04:00:00,1.088242149215099,23.287671232876917,-0.00010837025676657674,-3.0379386396595128e-05,-7.799087036998162e-05,1.0889857648496926,1.0877122351503075,1.085512448687815,49.08869987849266,0.0008665753662351339,0.0008465128067166225,2.0062559518511328e-05,1.0892694495860709,1.084927550413929,1.0827647398583873,70.03460207612464,0.0017276768914509244,0.001383555787546497,0.00034412110390442735,,
1.08715,1.08733,1.08707,1.08731,96,4,0,2024-11-01 08:00:00,1.087656114175857,35.18518518517719,-0.000154767428630187,-0.00013129542269518693,-2.3472005935000072e-05,1.0879972128825048,1.0870107871174952,1.0857967098343364,64.25855513308208,0.0005758771231363369,0.0007425069641326054,-0.00016662984099626856,1.089274116951316,1.0854328830486837,1.0828849461384504,62.283044058745425,0.0016003257210310817,0.001426909774243414,0.0001734159467876677,,
1.08582,1.08583,1.08551,1.08571,162,4,0,2024-11-01 12:00:00,1.0866235062217806,36.53846153845957,-0.00025488900189785113,-0.0002358304069162405,-1.905859498161063e-05,1.0867402000316004,1.0855887999683995,1.085858493326317,25.612472160354258,0.00011252710565501367,0.00045184190421704176,-0.0003393147985620281,1.0892619922676912,1.0852120077323089,1.0830380855055701,67.07953063885248,0.001558893029436792,0.0014533064252820898,0.00010558660415470214,,
1.08702,1.0873,1.0858,1.08585,412,4,0,2024-11-01 16:00:00,1.0871546754405863,17.546848381602047,-0.0001426827986377166,0.00013174115577836772,-0.00027442395441608434,1.0904770918636177,1.0854329081363823,1.0860087904418578,32.54054054054093,4.005367758486145e-05,0.00026208611327017793,-0.00022203243568531648,1.0893539505901397,1.0854340494098607,1.083059729211234,48.88475836431252,0.001253395700929305,0.001413324280411533,-0.00015992857948222798,,
1.08358,1.08403,1.08358,1.08403,121,4,0,2024-11-01 20:00:00,1.0850787141634994,29.209621993128067,-0.00042867306096305846,-0.0003706809888508614,-5.7992072112197056e-05,1.085629126382902,1.0833568736170978,1.085766898660958,32.881662149954536,-0.0005442638487787033,-0.00010820325270806311,-0.00043606059607064016,1.0895974335298886,1.0836755664701114,1.0830691515951072,46.79127725856669,0.0009766283273018317,0.0013259850897895929,-0.0003493567624877612,1.0892981717119448,1.080401828288055
1.08755,1.08795,1.08728,1.08795,78,28,0,2024-11-04 00:00:00,1.0840978603526765,89.49275362318154,0.00020906330581493826,-0.00011800997365463508,0.00032707327946957334,1.0856979731538667,1.081603026846133,1.085688632129144,54.391672088483965,-0.0004630276773496256,-0.00035693777957693446,-0.00010608989777269112,1.0893968036750699,1.0828771963249304,1.0832946750619656,55.751295336787315,0.0011890000052026117,0.0012985880728721966,-0.00010958806766958487,1.0895655089375729,1.0809604910624273
1.08882,1.08883,1.0887,1.08879,132,4,0,2024-11-04 04:00:00,1.0873845043538355,67.13286713286496,0.00044693252380256787,0.0004036973216243018,4.3235202178266074e-05,1.08931062581934,1.08684037418066,1.0860800465864533,57.9745300181933,0.00034627906611395254,-0.00010105981429866997,0.0004473388804126225,1.0899284065478043,1.0826345934521955,1.0835529230987513,61.24352331606228,0.001426396618883219,0.001324149782074401,0.00010224683680881783,1.0900511284037182,1.0813268715962816
1.08988,1.09017,1.08987,1.0901399999999999,118,4,0,2024-11-04 08:00:00,1.0894063769384548,56.338028169008794,3.7769607160509366e-05,2.225401610564719e-05,1.5515591054862178e-05,1.0901952478468684,1.0893107521531316,1.0866165557152896,66.64086687306599,0.0008546544993959238,0.00041395181994539985,0.0004407026794505239,1.0915402684519795,1.0822977315480204,1.0837904555262512,63.92644672796111,0.0015745974231184956,0.00137423931028322,0.0002003581128352755,1.0904257482681023,1.0816982517318974
1.08961,1.08982,1.0895,1.08981,157,4,0,2024-11-04 12:00:00,1.089503367791371,62.27758007116999,0.00011382221954092664,9.447858876164707e-05,1.9343630779279565e-05,1.0901777401303214,1.0889182598696785,1.087051397350065,79.14818101153689,0.0009394812554031073,0.0006987992019729916,0.00024068205343011578,1.0924616481264693,1.0823673518735306,1.0840539670742415,64.38868126001077,0.0017445599059455752,0.0014483034294156913,0.00029625647652988386,1.090761647358749,1.0822583526412513
1.0905,1.09064,1.09022,1.09062,222,4,0,2024-11-04 16:00:00,1.0902085139586777,54.51977401129812,-3.686434367677904e-05,-6.591709593756357e-05,2.9052752260784527e-05,1.0911370905962174,1.0894749094037826,1.0875683555647577,65.24064171123139,0.0010271772609906638,0.0009111478113199421,0.00011602944967072169,1.0932730152045596,1.0838739847954406,1.0842420467968203,56.18095739084713,0.001725418718349303,0.0015037264872024138,0.00022169223114688929,1.0909498564996472,1.0825601435003531
1.08887,1.08891,1.08849,1.08857,146,4,0,2024-11-04 20:00:00,1.0892587096012314,54.87804878048938,-0.00021929470263803985,-0.0002836056857456896,6.431098310764974e-05,1.08927306513297,1.08798393486703,1.0877643678270714,41.22681883024228,0.0005570840256365894,0.0007940273135902426,-0.0002369432879536532,1.0913712904710378,1.087444709528962,1.0843764763341999,54.43425076452557,0.001596628115892118,0.0015223068129403548,7.432130295176331e-05,1.0909738668861595,1.0828701331138404
1.08768,1.08771,1.08724,1.08761,35,16,0,2024-11-05 00:00:00,1.0879891734207365,46.8354430379665,-0.00010193332988728265,-0.00014312696280272647,4.119363291544382e-05,1.0878349309815845,1.0873690690184155,1.0877565547503865,39.29577464788839,6.19258623100194e-05,0.00043443442276519143,-0.00037250856045517204,1.0914273017724896,1.0871546982275104,1.0845083792230548,54.10677618069819,0.0014831126511078985,0.0015144679805738637,-3.13553294659652e-05,1.0910438475079831,1.0829141524920167
1.08775,1.08783,1.0877,1.08774,88,4,0,2024-11-05 04:00:00,1.0876093709295687,61.363636363635216,4.491611306955967e-05,-2.455542096301014e-06,4.737165516586068e-05,1.0877952435330867,1.0872077564669131,1.087732879916145,22.535211267608645,-0.0001495726773359518,0.00011220385166525257,-0.0002617765290012044,1.0913109322034964,1.0864180677965039,1.0846394231750918,49.08883826879244,0.0013860493935009544,0.001488784263159282,-0.00010273486965832771,1.091118253026846,1.0830707469731542
1.08785,1.0878700000000001,1.08775,1.08785,82,4,0,2024-11-05 08:00:00,1.087726800732715,77.419354838727,5.631841091968681e-05,3.321385337391047e-05,2.310455754577634e-05,1.088026049123309,1.087428950876691,1.087737141766146,45.48022598870244,-0.00016729603710397,-6.293633086529536e-05,-0.00010435970623867465,1.0909595140699186,1.0860544859300816,1.0848170928545,53.18352059925099,0.0013995063923157858,0.001470928688990583,-7.142229667479716e-05,1.0912546374287784,1.0834053625712219
1.08919,1.08929,1.0891,1.08916,137,4,0,2024-11-05 12:00:00,1.0888082480191545,50.29239766081408,0.00012130712626712281,0.00018648195503870988,-6.517482877158707e-05,1.0896871365107585,1.0888368634892414,1.0879457824934722,79.61165048543864,0.0001568012944772601,1.185941428554725e-05,0.00014494188019171286,1.0897250995407486,1.0867179004592513,1.0849921088209902,55.92654424040049,0.0014028757629849231,0.0014573181037894512,-5.444234080452808e-05,1.0914100678549947,1.083665932145005
1.08925,1.08962,1.08925,1.08946,176,4,0,2024-11-05 16:00:00,1.0894718951144415,50.0,-3.85211851863243e-05,-1.1246848016227396e-05,-2.7274337170096906e-05,1.0898385107698039,1.0892654892301963,1.0882271507829775,81.62839248434575,0.00041949042370159617,0.00020362593671153958,0.0002158644869900566,1.0903604811033238,1.086453518896676,1.0853065359260494,67.61530912659437,0.001687078252677665,0.001503270133567094,0.00018380811911057116,1.0924048342579142,1.083322165742086
1.09302,1.09331,1.09289,1.09331,155,4,0,2024-11-05 20:00:00,1.0914470599767967,87.77777777779204,0.0005533929213756839,0.0005154402066690016,3.795271470668224e-05,1.0933173921415578,1.0913106078584422,1.088800190371411,86.20236530880408,0.0010143664371919936,0.0005536767313272625,0.00046068970586473105,1.0928186979310976,1.0857323020689025,1.0855937305956163,64.74747474747456,0.0018602046676483575,0.0015746570403833468,0.0002855476272650107,1.0931124812351034,1.0832845187648967
1.09274,1.0929,1.09204,1.09254,20,14,0,2024-11-06 00:00:00,1.092577120996433,49.33333333333571,-3.469696657631971e-05,-4.9133407241905934e-05,1.4436440665586224e-05,1.092848582365719,1.0923884176342809,1.089379744840294,75.8875739644971,0.0011924810775159056,0.0009198367750457492,0.0002726443024701564,1.0942724814397,1.0863325185602999,1.0855178980232392,50.136879155260104,0.0012590905521108198,0.0015115437427288415,-0.0002524531906180217,1.0933210987980182,1.0828279012019815
1.08365,1.08391,1.08299,1.08316,299,4,0,2024-11-06 04:00:00,1.0877652539339533,39.753639417693044,-0.0015607056525537288,-0.0017791996213400547,0.00021849396878632584,1.0868202332982666,1.0819887667017338,1.0885806823914135,21.71695707607337,-0.0011620273078283283,0.0003168182536381753,-0.0014788455614665036,1.0979888962016724,1.0812081037983274,1.085143470649779,38.88383378829276,0.00016033629575407105,0.0012413022533338876,-0.0010809659575798166,1.09500135813362,1.0799276418663801
1.07601,1.07614,1.07471,1.07531,326,3,0,2024-11-06 08:00:00,1.0781266600377997,43.828451882845265,-0.0003558866743209599,-0.00023925275151702978,-0.0001166339228039301,1.0786588140107696,1.0749111859892302,1.0865990427617307,17.199596095591076,-0.003663093602967127,-0.0016342519453619387,-0.002028841657605188,1.101467823690513,1.072162176309487,1.0847660796439051,26.164874551971977,-0.000738235686243538,0.0008453946654184025,-0.0015836303516619404,1.0960691798133029,1.0776138201866967
1.07547,1.07571,1.07474,1.07494,245,4,0,2024-11-06 12:00:00,1.0756135240050704,31.64128595600559,0.00016247081866715973,0.0003463830217689817,-0.00018391220310182198,1.077454222202127,1.0747567777978733,1.0849183473413233,24.85223754573613,-0.004066754999736633,-0.0030439044601323594,-0.0010228505396042732,1.1007929991607475,1.0669910008392527,1.0842254490696344,19.885277246654454,-0.0017959973737202706,0.00031711625759066797,-0.0021131136313109387,1.0976667206792197,1.0743992793207804
1.07091,1.07196,1.07083,1.07146,304,4,0,2024-11-06 16:00:00,1.0717163634402471,63.211678832116974,-9.421210188143014e-05,-0.0003947095434066986,0.00030049744152526843,1.0719438860563415,1.0682561139436586,1.0827966308660464,31.956912028725156,-0.0047028181469590535,-0.004002115577626467,-0.0007007025693325864,1.0969497450417947,1.0622312549582051,1.0837738628316096,24.26918392204675,-0.0024662551360030704,-0.00023955802112807977,-0.0022266971148749907,1.098449557193562,1.072304442806438
1.07271,1.07351,1.0726,1.07338,313,3,0,2024-11-06 20:00:00,1.072850922232036,54.43925233644886,0.0001605229069392422,0.00028702954118967343,-0.00012650663425043123,1.0742992722881213,1.0723527277118787,1.0814597015185825,45.464561145795145,-0.0036210843919259883,-0.003996755666150584,0.00037567127422459545,1.0869717549888303,1.0646132450111696,1.0833333191911543,22.018062908751375,-0.002976841643364203,-0.0007870147455753045,-0.0021898268977888985,1.0989132280688119,1.0704157719311884
1.0722,1.07301,1.07208,1.0728,43,15,0,2024-11-07 00:00:00,1.073395017772128,32.72727272727322,-0.00025036137946976567,-0.00021774520449336458,-3.2616174976401086e-05,1.0738251018292102,1.0726108981707898,1.0802240673283803,39.12185495806605,-0.0029317604884326887,-0.0034776169015997547,0.000545856413167066,1.077944118058519,1.0691948819414812,1.082879463536599,22.638488632725142,-0.00340517190818157,-0.0013106461780965578,-0.0020945257300850123,1.0994472698243387,1.068698730175661
1.07176,1.07216,1.07173,1.07206,123,4,0,2024-11-07 04:00:00,1.0725843432573239,46.80232558139709,-0.0003091757739153156,-0.0003249896809299509,1.581390701463532e-05,1.073212935039147,1.071091064960853,1.0791068271613389,65.68627450980378,-0.002365208990636747,-0.002937437400861106,0.000572228410224359,1.0767742664214481,1.0693407335785519,1.0825551708488892,30.151975683890896,-0.0034746024927740926,-0.001743437441032065,-0.0017311650517420276,1.099585278952107,1.067691721047893
1.07459,1.07463,1.07422,1.07428,161,4,0,2024-11-07 08:00:00,1.073767426971975,60.73298429318927,0.00021543578623273163,0.0001976163210096825,1.781946522304913e-05,1.0746341312026182,1.073572868797382,1.078404399163678,58.157894736842096,-0.001454415321930247,-0.002229896978726285,0.0007754816567960379,1.0759784885959083,1.0697815114040918,1.0822439876783445,30.02436053593175,-0.0034886053440328357,-0.0020924710216322193,-0.0013961343224006165,1.099165736315269,1.066691263684731
1.07462,1.07522,1.07462,1.07518,163,4,0,2024-11-07 12:00:00,1.075463348536826,28.609625668447748,-0.0001908605298384103,-5.183918692530335e-06,-0.00018567661114587996,1.0771802848735015,1.0747107151264985,1.0779845506472268,58.99403239556715,-0.0006811318528630039,-0.0014269362399096292,0.0007458043870466253,1.0764424883132166,1.0713265116867836,1.0821257920831153,38.45741831815736,-0.0030920707648876,-0.0022923909702832956,-0.0007996797946043044,1.098369739502202,1.0664222604977982
1.07923,1.07931,1.07878,1.07912,269,4,0,2024-11-07 16:00:00,1.0771393666927798,71.83770883055166,0.0007184405504478963,0.0006780001553069231,4.0440395140973204e-05,1.0800077104180352,1.076193289581965,1.0780566078104235,80.63844552394127,0.00045870828334582114,-0.0005736548453673047,0.0010323631287131258,1.079520210997006,1.0701097890029942,1.0820604669033853,38.30872483221477,-0.0026480385930229833,-0.0023635204948312333,-0.00028451809819174997,1.0975625829962492,1.066314417003751
1.08051,1.0806499999999999,1.07976,1.07978,172,4,0,2024-11-07 20:00:00,1.079542780940499,65.13761467890238,8.711779599357428e-05,-3.874300890055273e-06,9.099209688362955e-05,1.0806149141650179,1.078459085834982,1.0783594989272511,69.12325285895716,0.001092802445163521,0.00033900833993530844,0.0007537941052282126,1.0821685235033798,1.07026147649662,1.0819929976130565,38.00322061191629,-0.0022795457108724104,-0.002346725538039469,6.717982716705848e-05,1.0965327707461419,1.066327229253858
1.08035,1.08047,1.08023,1.08031,17,14,0,2024-11-08 00:00:00,1.079790850066089,68.07228915662643,0.00018320335639709917,0.0001832124493915605,-9.09299446134014e-09,1.0806378335470987,1.0795171664529013,1.0785678474261615,60.347930413916544,0.0011679120746432847,0.0007935325049728628,0.00037437956967042193,1.0828359917979515,1.0724230082020485,1.0818630761380348,29.639102017618598,-0.0020972843848472422,-0.002296837307401024,0.0001995529225537816,1.0956526317677189,1.0661903682322813
1.07868,1.07881,1.07859,1.07859,161,4,0,2024-11-08 04:00:00,1.079210796763138,37.89954337899419,-0.00028154723180362495,-0.0003362274061433291,5.468017433970417e-05,1.0796299261216054,1.0778660738783947,1.0786038459478418,52.06971677559888,0.0007702217985150472,0.0008717883590051736,-0.00010156656049012641,1.082509107906502,1.0745488920934982,1.081717857465955,29.521652986130718,-0.001972067854373316,-0.0022318834167954823,0.0002598155624221662,1.094870695782617,1.066021304217383
1.07816,1.07837,1.07816,1.07828,137,4,0,2024-11-08 08:00:00,1.0783920189100027,54.83870967741647,1.6638903198584742e-05,1.4278339410941692e-05,2.3605637876430504e-06,1.078575763069784,1.0779362369302157,1.078512780596462,42.61780104712084,0.0003580142766734795,0.0006358967819381275,-0.00027788250526464796,1.0816976315046614,1.0763283684953386,1.0815681375653292,39.18106686701725,-0.0018722307680545391,-0.002159952887047294,0.0002877221189927547,1.0939973890046826,1.0659106109953176
1.07789,1.0779,1.07744,1.07763,198,4,0,2024-11-08 12:00:00,1.077971968674254,46.77804295942757,3.849905924901975e-05,0.00011431351268687242,-7.581445343785267e-05,1.0788758134326368,1.0773371865673633,1.078420828122515,20.83333333333333,0.0001356885330434654,0.0003758034853345604,-0.00024011495229109498,1.0811273603887654,1.0767006396112344,1.0813211517784536,48.376623376623044,-0.001982475435263087,-0.0021244573966904524,0.00014198196142736546,1.0930014099629137,1.0656485900370865
1.07527,1.07558,1.07514,1.07527,246,4,0,2024-11-08 16:00:00,1.0770143471967821,35.483870967742746,-0.0006946389876147929,-0.0006169761430389771,-7.76628445758158e-05,1.0781356548538938,1.0744623451461064,1.0781208460386473,18.61198738170279,-0.00037075077552151114,7.027260888925914e-05,-0.0004410233844107703,1.0809372599212088,1.0754237400787907,1.080912479159691,40.93406593406578,-0.0023948611382296203,-0.0021785381449982858,-0.00021632299323133455,1.0917557426378925,1.0650672573621076
1.0709,1.07135,1.07081,1.07135,191,4,0,2024-11-08 20:00:00,1.0728012898438013,46.62698412698416,-0.0008052661595807642,-0.0010758359983306924,0.00027056983874992825,1.073187566693589,1.068448433306411,1.0771821539558752,7.7605321507774505,-0.0015597790355026397,-0.0006687859987447798,-0.00089099303675786,1.082142965630311,1.0710580343696892,1.0805547348789186,51.85524507558401,-0.002619666334135351,-0.002266763782825699,-0.000352902551309652,1.0901548805460222,1.0649191194539778
1.0708,1.07173,1.07042,1.07075,13,20,0,2024-11-11 00:00:00,1.0716877409379664,20.54054054055119,5.958545050765984e-05,0.00016810652888935468,-0.00010852107838169484,1.0723728087993776,1.0711631912006225,1.076331600531453,15.670910871696279,-0.0018344475441667285,-0.001320614386223909,-0.0005138331579428194,1.0814155787869626,1.0688264212130374,1.0802196472366081,48.27755905511774,-0.002748392156179724,-0.0023630894574965043,-0.0003853026986832199,1.0870035115288692,1.0659704884711307
1.07202,1.07218,1.07193,1.07211,140,4,0,2024-11-11 04:00:00,1.0717543046946887,65.50218340611244,0.00018396497461936612,0.00020917426098065873,-2.520928636129261e-05,1.0726700614793956,1.0713379385206043,1.0756653622494472,25.3012048192774,-0.0015839263032895179,-0.0015440563199400597,-3.986998334945817e-05,1.0798477492775886,1.0679222507224113,1.0798871120508589,48.04113614103786,-0.00283946347366526,-0.0024583642607302553,-0.0003810992129350049,1.0829181274160202,1.0679668725839795
1.07174,1.07174,1.07138,1.0714299999999999,126,4,0,2024-11-11 08:00:00,1.0715834881982527,56.626506024093004,-3.4663323888350916e-05,-9.243079882468574e-05,5.7767474936334826e-05,1.0717554943375796,1.0709305056624208,1.075082406278982,60.600375234519646,-0.001312756574404883,-0.0014687606213207318,0.00015600404691584876,1.077079020468286,1.068219979531714,1.0794268331469037,42.22987516142889,-0.003164838853761731,-0.0025996591793365506,-0.0005651796744251805,1.0817615348870209,1.0675724651129792
1.06814,1.06818,1.06796,1.06818,168,4,0,2024-11-11 12:00:00,1.069257819733262,43.39622641509197,-0.0004776554733136873,-0.0005914421241643049,0.0001137866508506176,1.0693602035441312,1.0669717964558687,1.0740690915642395,24.26636568848842,-0.0018663306356128118,-0.0016017625325036187,-0.000264568103109193,1.0743679660300003,1.0676550339699997,1.0788528396901624,29.31760741364741,-0.003651730232996808,-0.002810073390068602,-0.0008416568429282061,1.0824264856921513,1.0657895143078489
1.0648,1.065,1.06469,1.065,207,4,0,2024-11-11 16:00:00,1.0660845068975076,43.631436314363114,-0.00044673602774603083,-0.0005467379933149445,0.00010000196556891362,1.0662165325197004,1.0637564674802997,1.0727417730823696,12.88711288711292,-0.00254128483976368,-0.0020435044195143168,-0.0004977804202493633,1.0751660346978105,1.0641729653021896,1.0783056695062345,29.61409395973172,-0.003982807749685291,-0.00304462026199194,-0.000938187487693351,1.0828203876223406,1.0643336123776594
1.0648900000000001,1.06507,1.0648,1.06502,133,4,0,2024-11-11 20:00:00,1.0650828950163516,50.352112676058596,6.027099834371441e-05,9.592988911468782e-05,-3.565889077097341e-05,1.0655230639411142,1.0647089360588857,1.0715904536209666,17.914979757085305,-0.002462289353986513,-0.0023259373873991776,-0.0001363519665873356,1.0746290868448691,1.0621159131551308,1.0777874079569703,13.594232749743398,-0.004181654148803782,-0.0032720270393543083,-0.0009096271094494734,1.083223284412552,1.0633417155874478
1.06508,1.06548,1.06407,1.06508,17,14,0,2024-11-12 00:00:00,1.065356319388692,39.45578231292466,1.5165452808663105e-05,8.521391134267332e-05,-7.004845853401022e-05,1.0659316305747184,1.0650753694252815,1.0706661727485411,28.590971272231258,-0.002025778743460549,-0.002235055226327337,0.00020927648286678821,1.072540076507957,1.061614923492043,1.0772784899978733,7.6340010828376705,-0.004312127491146622,-0.0034800471297127713,-0.000832080361433851,1.0835273078237488,1.0622476921762507
1.06482,1.06493,1.06436,1.06449,154,4,0,2024-11-12 04:00:00,1.065516380887856,20.465116279068653,-0.00021419287387658414,-0.00010497383920451121,-0.00010921903467207294,1.0661958344766767,1.0647781655233235,1.0698687007742953,43.209876543210214,-0.001663649368370601,-0.0019245820320712684,0.0002609326637006673,1.068607138746603,1.062984861253397,1.076756980586192,7.351407716371753,-0.0044314199674422294,-0.003670321697258663,-0.0007610982701835665,1.083822276671404,1.0610967233285957
1.06392,1.06392,1.06338,1.06341,170,4,0,2024-11-12 08:00:00,1.0644042699492458,32.14285714286079,-0.0001455111126753561,-0.00011062617962304884,-3.4884933052307265e-05,1.06458976524951,1.06371723475049,1.0689851989781765,36.73163418290853,-0.0015971574401272282,-0.0017415667490230473,0.00014440930889581915,1.0664450743374827,1.0634039256625174,1.076202981347518,7.472178060413896,-0.004582074529013491,-0.003852672263609629,-0.0007294022654038622,1.084187953793403,1.0598180462065971
